Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;COORD_X_L93;COORD_Y_L93;geo_shape;geo_point_2d
1508;12, RUE DES LYANES;75020;Paris;2009;SIEMP;1;1;0;0;0;acquisition réhabilitation;;20;logement familial;656383.6918;6862749.403;"{""type"": ""Point"", ""coordinates"": [2.405477663483921, 48.863299165013224]}";48.863299165, 2.40547766348
1514;FOYER BOURDELLE - 9, RUE ANTOINE BOURDELLE;75015;Paris;2009;ELOGIE;4;0;4;0;0;construction neuve;;15;foyer pour jeunes travailleurs ou résidence pour jeunes;650010.5997;6860531.978;"{""type"": ""Point"", ""coordinates"": [2.318872484731781, 48.842895024470884]}";48.8428950245, 2.31887248473
1517;36, RUE SIBUET;75012;Paris;2009;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;12;logement familial;656145.4611;6860582.372;"{""type"": ""Point"", ""coordinates"": [2.4024540529426153, 48.843794932145485]}";48.8437949321, 2.40245405294
1521;17, RUE DU DOCTEUR JACQUEMAIRE CLEMENCEAU;75015;Paris;2009;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;15;logement familial;648497.4917;6860473.12;"{""type"": ""Point"", ""coordinates"": [2.298263920668841, 48.8422465605422]}";48.8422465605, 2.29826392067
1533;144-146, RUE DU FG SAINT DENIS 7-23, RUE D'ALSACE;75010;Paris;2009;RIVP;3;0;2;0;1;construction neuve;;10;logement familial;652913.8153;6864372.911;"{""type"": ""Point"", ""coordinates"": [2.358002784745135, 48.87765475629577]}";48.8776547563, 2.35800278475
1536;43, RUE BELLIARD;75018;Paris;2009;SAGECO;24;24;0;0;0;construction neuve;;18;maison relais;652091.6038;6866609.984;"{""type"": ""Point"", ""coordinates"": [2.346540427504271, 48.897711325086895]}";48.8977113251, 2.3465404275
1537;43, RUE BELLIARD;75018;Paris;2009;SAGECO;17;17;0;0;0;construction neuve;;18;résidence sociale pour démuni;652091.6038;6866609.984;"{""type"": ""Point"", ""coordinates"": [2.346540427504271, 48.897711325086895]}";48.8977113251, 2.3465404275
1539;ILOT CAILLIE 21, RUE CAILLIE ET 27 RUE DU DEPARTEMENT;75018;Paris;2009;SIEMP;9;0;6;0;3;acquisition réhabilitation;;18;logement familial;653423.2714;6865262.002;"{""type"": ""Point"", ""coordinates"": [2.36485116356426, 48.88568714544704]}";48.8856871454, 2.36485116356
1540;14 RUE MARIE ET LOUISE;75010;Paris;2009;SIEMP;16;4;8;0;4;acquisition réhabilitation;;10;logement familial;653521.284;6863742.188;"{""type"": ""Point"", ""coordinates"": [2.366353974228524, 48.87202693811848]}";48.8720269381, 2.36635397423
1544;110, BD DE LA CHAPELLE;75018;Paris;2009;SIEMP;1;1;0;0;0;acquisition réhabilitation;;18;logement familial;652413.5479;6865088.609;"{""type"": ""Point"", ""coordinates"": [2.351101998507611, 48.884054047636035]}";48.8840540476, 2.35110199851
1545;28, RUE PIAT;75020;Paris;2009;SIEMP;1;1;0;0;0;acquisition réhabilitation;;20;logement familial;654894.8063;6863722.295;"{""type"": ""Point"", ""coordinates"": [2.385080597060345, 48.871945700627464]}";48.8719457006, 2.38508059706
1549;59, RUE STEPHENSON;75018;Paris;2009;SIEMP;10;0;0;10;0;acquisition réhabilitation;;18;logement familial;652759.3056;6865737.496;"{""type"": ""Point"", ""coordinates"": [2.3557444147797, 48.88991472852582]}";48.8899147285, 2.35574441478
1550;9 RUE DU DOCTEUR LAURENT;75013;Paris;2009;SIEMP;1;0;1;0;0;acquisition réhabilitation;;13;logement familial;652729.2651;6858501.721;"{""type"": ""Point"", ""coordinates"": [2.356139364580664, 48.82484190179816]}";48.8248419018, 2.35613936458
1551;355, RUE LECOURBE;75015;Paris;2009;SNL-PROLOG;1;1;0;0;0;acquisition conventionnement;;15;logement familial;647350.3557;6859830.452;"{""type"": ""Point"", ""coordinates"": [2.282714263499813, 48.83637435877918]}";48.8363743588, 2.2827142635
1555;23-29 RUE GANNERON;75018;Paris;2009;VILEAL;49;12;25;0;12;construction neuve;;18;logement familial;650736.4084;6865491.827;"{""type"": ""Point"", ""coordinates"": [2.328186507935669, 48.88755391697002]}";48.887553917, 2.32818650794
1561;28-30, RUE VICQ D'AZIR;75010;Paris;2010;CNG;21;0;0;0;21;construction neuve;;10;résidence pour étudiants;653937.0418;6864189.151;"{""type"": ""Point"", ""coordinates"": [2.371973312113893, 48.876076248467214]}";48.8760762485, 2.37197331211
1565;3 RUE DE L'ARC DE TRIOMPHE;75017;Paris;2010;ELOGIE;12;4;8;0;0;acquisition réhabilitation;;17;logement familial;648207.0448;6864273.888;"{""type"": ""Point"", ""coordinates"": [2.293843599364223, 48.876402932999184]}";48.876402933, 2.29384359936
1571;14, RUE DES PATRIARCHES ET 5-9 PASSAGE DES PATRIARCHES;75005;Paris;2010;ELOGIE;11;4;7;0;0;construction neuve;;5;logement familial;652294.6936;6860312.804;"{""type"": ""Point"", ""coordinates"": [2.350017408525652, 48.84109712903034]}";48.841097129, 2.35001740853
1573;6 RUE LETELLIER;75015;Paris;2010;ELOGIE;5;0;5;0;0;construction neuve;;15;logement familial;648225.7781;6861175.123;"{""type"": ""Point"", ""coordinates"": [2.294476483227011, 48.848537858701604]}";48.8485378587, 2.29447648323
1574;7, RUE DE HANOVRE;75002;Paris;2010;ELOGIE;5;1;4;0;0;acquisition réhabilitation;;2;logement familial;651234.9948;6863550.856;"{""type"": ""Point"", ""coordinates"": [2.335208308897948, 48.87013728375783]}";48.8701372838, 2.3352083089
1575;43 RUE DE L'ARBRE SEC;75001;Paris;2010;ELOGIE;25;6;16;0;3;acquisition réhabilitation;;1;logement familial;651752.7316;6862542.171;"{""type"": ""Point"", ""coordinates"": [2.342380575724206, 48.861105348549415]}";48.8611053485, 2.34238057572
1588;2-14, RUE GERARD DE NERVAL;75018;Paris;2010;PARIS HAB;2;0;2;0;0;construction neuve;;18;logement familial;651232.728;6866898.684;"{""type"": ""Point"", ""coordinates"": [2.334792934660843, 48.900242981944324]}";48.9002429819, 2.33479293466
1597;GROUPE JEAN SICARD 41, AVENUE ALBERT BARTHOLOME;75015;Paris;2010;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;15;logement familial;648518.4813;6858892.027;"{""type"": ""Point"", ""coordinates"": [2.298741209797092, 48.828029425046076]}";48.828029425, 2.2987412098
1599;GROUPE LAMARCK 29, RUE LAMARCK;75018;Paris;2010;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;18;logement familial;651814.6266;6865648.234;"{""type"": ""Point"", ""coordinates"": [2.342871862071696, 48.889042021779595]}";48.8890420218, 2.34287186207
1607;58, RUE LAFFITTE;75009;Paris;2010;RIVP;12;2;7;0;3;acquisition conventionnement;;9;logement familial;651502.7031;6864179.557;"{""type"": ""Point"", ""coordinates"": [2.338785918076928, 48.8758112546949]}";48.8758112547, 2.33878591808
1608;18-18 BIS, RUE SAINT FARGEAU;75020;Paris;2010;RIVP;47;0;24;0;23;acquisition conventionnement;;20;logement familial;656095.6638;6863641.994;"{""type"": ""Point"", ""coordinates"": [2.401459557662617, 48.87130654754046]}";48.8713065475, 2.40145955766
1620;87 BIS, AV DU GENERAL LECLERC;75014;Paris;2010;PARIS HAB;5;3;2;0;0;acquisition conventionnement;;14;logement familial;650573.9237;6858765.699;"{""type"": ""Point"", ""coordinates"": [2.326752835753429, 48.827054231665294]}";48.8270542317, 2.32675283575
1621;GROUPE CARMES 47 TER, BOULEVARD SAINT GERMAIN;75005;Paris;2010;PARIS HAB;3;0;3;0;0;acquisition réhabilitation;;5;logement familial;652187.528;6861280.704;"{""type"": ""Point"", ""coordinates"": [2.34844853464881, 48.849793504882406]}";48.8497935049, 2.34844853465
1626;GROUPE MARIE LAURENT 1, ALLEE MARIE LAURENT;75020;Paris;2010;PARIS HAB;2;0;2;0;0;acquisition réhabilitation;;20;logement familial;656174.7000000001;6861249.035;"{""type"": ""Point"", ""coordinates"": [2.402783734905289, 48.84979224246138]}";48.8497922425, 2.40278373491
1628;138-140, RUE DE CHARONNE;75011;Paris;2010;SABLIERE;17;5;12;0;0;construction neuve;;11;logement familial;655132.1693;6861866.398;"{""type"": ""Point"", ""coordinates"": [2.388512369936003, 48.85527241673092]}";48.8552724167, 2.38851236994
1629;95, RUE JULIEN LACROIX;75020;Paris;2010;EFIDIS;3;3;0;0;0;acquisition réhabilitation;;20;logement familial;654685.2276;6863785.727;"{""type"": ""Point"", ""coordinates"": [2.382216759980094, 48.872501420869746]}";48.8725014209, 2.38221675998
1630;81 RUE DE LA PLAINE;75020;Paris;2010;SABLIERE;103;62;41;0;0;construction neuve;;20;foyer pour jeunes travailleurs ou résidence pour jeunes;656395.9756;6861323.891;"{""type"": ""Point"", ""coordinates"": [2.405791312179614, 48.85048043570432]}";48.8504804357, 2.40579131218
1634;ZAC RUNGIS  LOT D (EHPAD);75013;Paris;2010;CASVP;100;0;0;0;100;construction neuve;;13;établissement d'hébergement pour personnes âgées dépendantes;652085.7203;6858172.55;"{""type"": ""Point"", ""coordinates"": [2.347411282109632, 48.82183409744549]}";48.8218340974, 2.34741128211
1636;117-119, RUE DE MENILMONTANT 301-303, RUE DES PYRENEES (CARRE BAUDOIN);75020;Paris;2010;PARIS HAB;87;0;87;0;0;construction neuve;;20;résidence pour étudiants;655519.3185;6863477.935;"{""type"": ""Point"", ""coordinates"": [2.393619821089613, 48.869791646825675]}";48.8697916468, 2.39361982109
1640;74, RUE DES POISSONNIERS;75018;Paris;2010;SIEMP;5;0;5;0;0;acquisition réhabilitation;;18;logement familial;652460.2243;6865855.775;"{""type"": ""Point"", ""coordinates"": [2.351652564848659, 48.89095635399676]}";48.890956354, 2.35165256485
1654;5 BIS, RUE DU DAHOMEY;75011;Paris;2010;RIVP;21;1;16;0;4;acquisition conventionnement;;11;logement familial;654721.1662;6861419.453;"{""type"": ""Point"", ""coordinates"": [2.382958780863789, 48.851224302872765]}";48.8512243029, 2.38295878086
1655;59, RUE LOUIS BLANC;75010;Paris;2010;RIVP;32;7;20;0;5;acquisition conventionnement;;10;logement familial;653124.2085;6865001.306;"{""type"": ""Point"", ""coordinates"": [2.360801913085209, 48.88332108542111]}";48.8833210854, 2.36080191309
1662;GROUPE EXPOSITIONS 7 ET 11, AVENUE DE LA PORTE DE LA PLAINE;75015;Paris;2010;PARIS HAB;3;0;3;0;0;acquisition réhabilitation;;15;logement familial;648063.4256;6859075.37;"{""type"": ""Point"", ""coordinates"": [2.292520594319635, 48.82964173642599]}";48.8296417364, 2.29252059432
1663;GROUPE SAINT LAMBERT 10 ET 16, RUE THEOPHRASTE RENAUDOT 178, RUE LECOURBE;75015;Paris;2010;PARIS HAB;6;0;6;0;0;acquisition réhabilitation;;15;logement familial;648456.7589;6860363.905;"{""type"": ""Point"", ""coordinates"": [2.29772218853981, 48.841261136221824]}";48.8412611362, 2.29772218854
1667;GROUPE BERTHIER 2, SQUARE DE LA DORDOGNE 4, SQUARE DU VAUCLUSE;75017;Paris;2010;PARIS HAB;4;0;4;0;0;acquisition réhabilitation;;17;logement familial;648659.1324;6865708.679;"{""type"": ""Point"", ""coordinates"": [2.299833680008742, 48.88934169395995]}";48.889341694, 2.29983368001
1671;43 BIS, RUE DESNOUETTES;75015;Paris;2010;LOGIS.TR.;24;5;14;0;5;construction neuve;;15;logement familial;647753.4161;6859771.361;"{""type"": ""Point"", ""coordinates"": [2.28821241677172, 48.83587575432986]}";48.8358757543, 2.28821241677
1681;16-20 ET 22-22 BIS, RUE TURGOT;75009;Paris;2010;TOIT&JOIE;19;6;13;0;0;acquisition réhabilitation;;9;logement familial;651965.755;6864772.901;"{""type"": ""Point"", ""coordinates"": [2.345031795515634, 48.88118173569051]}";48.8811817357, 2.34503179552
1684;43 BIS, RUE DESNOUETTES;75015;Paris;2010;PARIS HAB;12;4;8;0;0;construction neuve;;15;logement familial;647753.4161;6859771.361;"{""type"": ""Point"", ""coordinates"": [2.28821241677172, 48.83587575432986]}";48.8358757543, 2.28821241677
1691;18, CITE POPINCOURT;75011;Paris;2010;SIEMP;2;0;2;0;0;acquisition réhabilitation;;11;logement familial;654177.7963;6862690.628;"{""type"": ""Point"", ""coordinates"": [2.375417247397075, 48.86261746981836]}";48.8626174698, 2.3754172474
1693;21, RUE DE FECAMP;75012;Paris;2010;PARIS HAB;16;0;13;0;3;acquisition réhabilitation;;12;logement familial;655871.471;6859643.031;"{""type"": ""Point"", ""coordinates"": [2.398818351991321, 48.83532865286226]}";48.8353286529, 2.39881835199
1696;4, BD BARBES;75018;Paris;2010;IMM 3F;11;2;7;0;2;acquisition réhabilitation;;18;logement familial;652309.3966;6865100.346;"{""type"": ""Point"", ""coordinates"": [2.349680517430814, 48.88415188933796]}";48.8841518893, 2.34968051743
1707;2-4, PASSAGE DE GERGOVIE;75014;Paris;2010;SABLIERE;74;18;38;0;18;construction neuve;;14;logement familial;649557.6472;6859569.767;"{""type"": ""Point"", ""coordinates"": [2.312815212384218, 48.83420655020826]}";48.8342065502, 2.31281521238
1719;153 RUE CHAMPIONNET;75018;Paris;2010;BATIGERE;16;0;13;0;3;construction neuve;;18;logement familial;651363.1765;6866317.929;"{""type"": ""Point"", ""coordinates"": [2.336638774646776, 48.895030378889764]}";48.8950303789, 2.33663877465
1723;7-9 RUE SAINTE APOLLINE 8-10 RUE BLONDEL;75003;Paris;2010;ELOGIE;8;2;6;0;0;acquisition réhabilitation;;3;logement familial;652643.437;6863390.641;"{""type"": ""Point"", ""coordinates"": [2.354425964985816, 48.86880159893431]}";48.8688015989, 2.35442596499
1725;97, RUE DU FAUBOURG DU TEMPLE;75010;Paris;2010;SIEMP;14;4;10;0;0;construction neuve;;10;logement familial;654028.1195;6863597.616;"{""type"": ""Point"", ""coordinates"": [2.373279032287123, 48.87076320689961]}";48.8707632069, 2.37327903229
1732;20 RUE BICHAT;75010;Paris;2010;COALLIA;22;22;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;10;site de desserrement de foyer de travailleur migrant;653690.4565;6863587.638;"{""type"": ""Point"", ""coordinates"": [2.368677056080123, 48.87064928680225]}";48.8706492868, 2.36867705608
1743;73, BD DE LA VILLETTE;75010;Paris;2010;SIEMP;14;4;10;0;0;construction neuve;;10;logement familial;653894.6212;6864255.701;"{""type"": ""Point"", ""coordinates"": [2.371387746942585, 48.87667168132483]}";48.8766716813, 2.37138774694
1745;15, RUE BLEUE;75009;Paris;2010;RIVP;20;5;12;0;3;construction neuve;;9;logement familial;652057.499;6864177.028;"{""type"": ""Point"", ""coordinates"": [2.346349965398579, 48.87583005196124]}";48.875830052, 2.3463499654
1748;5 BIS RUE STENDHAL;75020;Paris;2010;RIVP;32;0;24;0;8;construction neuve;;20;logement familial;656137.7925;6862506.36;"{""type"": ""Point"", ""coordinates"": [2.402151085193545, 48.86109680530202]}";48.8610968053, 2.40215108519
1755;18 , PASSAGE DE CLICHY;75018;Paris;2010;SIEMP;5;0;5;0;0;construction neuve;;18;logement familial;650784.3866;6865194.588;"{""type"": ""Point"", ""coordinates"": [2.328875211761309, 48.884884621829556]}";48.8848846218, 2.32887521176
1756;34, RUE DES ANNELETS;75019;Paris;2010;SIEMP;12;0;11;0;1;construction neuve;;19;logement familial;655240.7706;6864456.443;"{""type"": ""Point"", ""coordinates"": [2.389719589444118, 48.87857187445308]}";48.8785718745, 2.38971958944
1759;18 RUE DE BEAUREGARD;75002;Paris;2010;SIEMP;4;1;3;0;0;construction neuve;;2;logement familial;652246.2085;6863438.976;"{""type"": ""Point"", ""coordinates"": [2.349005679659645, 48.86920693766273]}";48.8692069377, 2.34900567966
1761;1-2, PASSAGE GOIX;75019;Paris;2010;SIEMP;36;0;0;0;36;acquisition réhabilitation;;19;logement familial;653484.9265;6865192.224;"{""type"": ""Point"", ""coordinates"": [2.365699537588357, 48.8850641108196]}";48.8850641108, 2.36569953759
1764;60, RUE HERMEL;75018;Paris;2010;SIEMP;12;4;8;0;0;acquisition réhabilitation;;18;logement familial;652055.079;6866226.034;"{""type"": ""Point"", ""coordinates"": [2.346085628612526, 48.89425590497616]}";48.894255905, 2.34608562861
1772;90 RUE DE LA JONQUIERE;75017;Paris;2010;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;17;logement familial;650055.6036;6866304.013;"{""type"": ""Point"", ""coordinates"": [2.318807201928636, 48.89480512588839]}";48.8948051259, 2.31880720193
1775;5 RUE RATAUD;75005;Paris;2010;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;5;logement familial;651965.0422;6860322.683;"{""type"": ""Point"", ""coordinates"": [2.345525012850283, 48.84116148333511]}";48.8411614833, 2.34552501285
634;38, BD HENRI IV;75004;Paris;2006;SEM CENTRE;15;5;10;0;0;construction neuve;;4;logement familial;653503.3335;6861533.827;"{""type"": ""Point"", ""coordinates"": [2.366350856320977, 48.85216612857007]}";48.8521661286, 2.36635085632
637;76, RUE STENDHAL;75020;Paris;2006;RIVP;48;0;48;0;0;acquisition conventionnement;;20;logement familial;655963.1929;6862774.978;"{""type"": ""Point"", ""coordinates"": [2.399743524206821, 48.863500548889036]}";48.8635005489, 2.39974352421
640;2-4 ET 9-11 SQUARE AUGUSTE RENOIR ET 4-6 SQUARE ANDRE  LICHTENBERGER;75014;Paris;2006;SABLIERE;368;0;368;0;0;acquisition conventionnement;;14;logement familial;649260.7261;6858851.853;"{""type"": ""Point"", ""coordinates"": [2.308856014218844, 48.827726991368735]}";48.8277269914, 2.30885601422
644;33-35 RUE COMPANS 3-7 PLACE DES FETES;75019;Paris;2006;SABLIERE;173;0;0;0;173;acquisition conventionnement;;19;logement familial;655517.5251;6864351.573;"{""type"": ""Point"", ""coordinates"": [2.39350389833452, 48.87764797889729]}";48.8776479789, 2.39350389833
648;25, RUE DOMBASLE;75015;Paris;2006;LOGIREP;7;0;0;0;7;construction neuve;;15;logement familial;648465.9029;6859784.527;"{""type"": ""Point"", ""coordinates"": [2.297916955994345, 48.836051522122816]}";48.8360515221, 2.29791695599
653;36, RUE SAINT FARGEAU;75020;Paris;2006;SIEMP;2;2;0;0;0;acquisition réhabilitation;;20;logement familial;656254.6853;6863674.524;"{""type"": ""Point"", ""coordinates"": [2.403624039120211, 48.87160990483255]}";48.8716099048, 2.40362403912
661;45 RUE PELLEPORT;75020;Paris;2006;SIEMP;9;0;9;0;0;construction neuve;;20;logement familial;656288.3338;6862860.796;"{""type"": ""Point"", ""coordinates"": [2.404166456085274, 48.864294446742235]}";48.8642944467, 2.40416645609
662;82, RUE JULIEN LACROIX;75020;Paris;2006;SIEMP;8;8;0;0;0;acquisition réhabilitation;;20;maison relais;654678.2653;6863844.378;"{""type"": ""Point"", ""coordinates"": [2.382115588992251, 48.87302836782615]}";48.8730283678, 2.38211558899
671;70 RUE DES VIGNOLES;75020;Paris;2006;SIEMP;5;5;0;0;0;acquisition réhabilitation;;20;logement familial;656105.42;6861873.944;"{""type"": ""Point"", ""coordinates"": [2.401775163628466, 48.85540732268277]}";48.8554073227, 2.40177516363
672;27, RUE RIQUET;75019;Paris;2006;PARIS HAB;44;0;0;0;44;construction neuve;;19;logement familial;654040.5241;6865578.885;"{""type"": ""Point"", ""coordinates"": [2.373233745058501, 48.888581125530884]}";48.8885811255, 2.37323374506
687;19-23 RUE MYRHA;75018;Paris;2006;PARIS HAB;20;0;20;0;0;construction neuve;;18;logement familial;652669.1407;6865430.234;"{""type"": ""Point"", ""coordinates"": [2.354549077235963, 48.887145007397464]}";48.8871450074, 2.35454907724
688;26, RUE POULET;75018;Paris;2006;PARIS HAB;19;0;19;0;0;acquisition réhabilitation;;18;logement familial;652356.2271;6865483.714;"{""type"": ""Point"", ""coordinates"": [2.3502760656855273, 48.88760285655127]}";48.8876028566, 2.35027606569
689;75-83, RUE DE LA CHAPELLE , 1 ET 2 IMPASSE DU GUE;75018;Paris;2006;PARIS HAB;46;15;0;0;31;construction neuve;;18;logement familial;652984.5318;6866506.528;"{""type"": ""Point"", ""coordinates"": [2.358730680394685, 48.89684682144708]}";48.8968468214, 2.35873068039
702;8 RUE MARCADET;75018;Paris;2006;IMM 3F;42;42;0;0;0;acquisition réhabilitation;;18;foyer pour jeunes travailleurs ou résidence pour jeunes;652654.837;6865793.919;"{""type"": ""Point"", ""coordinates"": [2.354313472199845, 48.890414446354455]}";48.8904144464, 2.3543134722
703;TERRAINS AVIATION CIVILE 135-147 RUE CONVENTION, 246 RUE LECOURBE;75015;Paris;2006;PARIS HAB;127;33;66;0;28;construction neuve;;15;logement familial;647933.3879;6860226.229;"{""type"": ""Point"", ""coordinates"": [2.290608480649645, 48.83998094552648]}";48.8399809455, 2.29060848065
